station,date,product,element,value
blmbelfr,2021-04-06,daymet,tmax,5.9400001
blmbelfr,2021-04-07,daymet,tmax,16.3500004
blmbelfr,2021-04-08,daymet,tmax,17.1800003
blmbelfr,2021-04-09,daymet,tmax,13.6800003
blmbelfr,2021-04-10,daymet,tmax,19.7600002
blmbelfr,2021-04-11,daymet,tmax,8.9399996
blmbelfr,2021-04-12,daymet,tmax,5.5500002
blmbelfr,2021-04-13,daymet,tmax,2.6199999
blmbelfr,2021-04-14,daymet,tmax,2.29
blmbelfr,2021-04-15,daymet,tmax,2.78
blmbelfr,2021-04-16,daymet,tmax,8.3999996
blmbelfr,2021-04-17,daymet,tmax,15.5200005
blmbelfr,2021-04-18,daymet,tmax,18.0300007
blmbelfr,2021-04-19,daymet,tmax,5.6700001
blmbelfr,2021-04-20,daymet,tmax,6.02
blmbelfr,2021-04-21,daymet,tmax,10.75
blmbelfr,2021-04-22,daymet,tmax,16.5599995
blmbelfr,2021-04-23,daymet,tmax,6.8899999
blmbelfr,2021-04-24,daymet,tmax,13.8100004
blmbelfr,2021-04-25,daymet,tmax,15.3500004
blmbelfr,2021-04-26,daymet,tmax,11.8000002
blmbelfr,2021-04-27,daymet,tmax,17.7000008
blmbelfr,2021-04-28,daymet,tmax,20.2999992
blmbelfr,2021-04-29,daymet,tmax,23.9599991
blmbelfr,2021-04-30,daymet,tmax,28.7000008
blmbroad,2021-04-01,daymet,tmax,22.4899998
blmbroad,2021-04-02,daymet,tmax,23.2700005
blmbroad,2021-04-03,daymet,tmax,24.3199997
blmbroad,2021-04-04,daymet,tmax,24.6299992
blmbroad,2021-04-05,daymet,tmax,19.2199993
blmbroad,2021-04-06,daymet,tmax,10.7399998
blmbroad,2021-04-07,daymet,tmax,17.1800003
blmbroad,2021-04-08,daymet,tmax,19.8299999
blmbroad,2021-04-09,daymet,tmax,14.6800003
blmbroad,2021-04-10,daymet,tmax,19.9099998
blmbroad,2021-04-11,daymet,tmax,14.3800001
blmbroad,2021-04-12,daymet,tmax,8.46
blmbroad,2021-04-13,daymet,tmax,1.87
blmbroad,2021-04-14,daymet,tmax,1.1799999
blmbroad,2021-04-15,daymet,tmax,3.5699999
blmbroad,2021-04-16,daymet,tmax,9.8000002
blmbroad,2021-04-17,daymet,tmax,14.8800001
blmbroad,2021-04-18,daymet,tmax,14.21
blmbroad,2021-04-19,daymet,tmax,4
blmbroad,2021-04-20,daymet,tmax,2.71
blmbroad,2021-04-21,daymet,tmax,10.8699999
blmbroad,2021-04-22,daymet,tmax,15.5100002
blmbroad,2021-04-23,daymet,tmax,11.3699999
blmbroad,2021-04-24,daymet,tmax,13.7299995
blmbroad,2021-04-25,daymet,tmax,16.1800003
blmbroad,2021-04-26,daymet,tmax,14.0299997
blmbroad,2021-04-27,daymet,tmax,17.2900009
blmbroad,2021-04-28,daymet,tmax,19.2900009
blmbroad,2021-04-29,daymet,tmax,23.3299999
blmbroad,2021-04-30,daymet,tmax,29.4200001
blmcapit,2021-04-01,daymet,tmax,21.5
blmcapit,2021-04-02,daymet,tmax,22.3099995
blmcapit,2021-04-03,daymet,tmax,23.7700005
blmcapit,2021-04-04,daymet,tmax,23.3299999
blmcapit,2021-04-05,daymet,tmax,17.7399998
blmcapit,2021-04-06,daymet,tmax,12.3500004
blmcapit,2021-04-07,daymet,tmax,16.4400005
blmcapit,2021-04-08,daymet,tmax,18.6800003
blmcapit,2021-04-09,daymet,tmax,15.3500004
blmcapit,2021-04-10,daymet,tmax,18.2299995
blmcapit,2021-04-11,daymet,tmax,12.9399996
blmcapit,2021-04-12,daymet,tmax,6.0500002
blmcapit,2021-04-13,daymet,tmax,0.87
blmcapit,2021-04-14,daymet,tmax,1.72
blmcapit,2021-04-15,daymet,tmax,3.8099999
blmcapit,2021-04-16,daymet,tmax,7.21
blmcapit,2021-04-17,daymet,tmax,13.4499998
blmcapit,2021-04-18,daymet,tmax,11.8599997
blmcapit,2021-04-19,daymet,tmax,3.3599999
blmcapit,2021-04-20,daymet,tmax,4.5999999
blmcapit,2021-04-21,daymet,tmax,10.8299999
blmcapit,2021-04-22,daymet,tmax,13.2299995
blmcapit,2021-04-23,daymet,tmax,9.8699999
blmcapit,2021-04-24,daymet,tmax,12.5500002
blmcapit,2021-04-25,daymet,tmax,15.1599998
blmcapit,2021-04-26,daymet,tmax,14.1700001
blmcapit,2021-04-27,daymet,tmax,16.5499992
blmcapit,2021-04-28,daymet,tmax,19.6000004
blmcapit,2021-04-29,daymet,tmax,23.1800003
blmcapit,2021-04-30,daymet,tmax,28.0900002
blmfortp,2021-04-01,daymet,tmax,21.2999992
blmfortp,2021-04-02,daymet,tmax,21.5400009
blmfortp,2021-04-03,daymet,tmax,23.0900002
blmfortp,2021-04-04,daymet,tmax,24.0799999
blmfortp,2021-04-05,daymet,tmax,16.9300003
blmfortp,2021-04-06,daymet,tmax,15.0200005
blmfortp,2021-04-07,daymet,tmax,19.6200008
blmfortp,2021-04-08,daymet,tmax,17.9500008
blmfortp,2021-04-09,daymet,tmax,13.0299997
blmfortp,2021-04-10,daymet,tmax,19.5
blmfortp,2021-04-11,daymet,tmax,9.8699999
blmfortp,2021-04-12,daymet,tmax,2.5899999
blmfortp,2021-04-13,daymet,tmax,-0.74
blmfortp,2021-04-14,daymet,tmax,-1.25
blmfortp,2021-04-15,daymet,tmax,4.98
blmfortp,2021-04-16,daymet,tmax,13.1099997
blmfortp,2021-04-17,daymet,tmax,17.2299995
blmfortp,2021-04-18,daymet,tmax,9.6400003
blmfortp,2021-04-19,daymet,tmax,4.8499999
blmfortp,2021-04-20,daymet,tmax,5.04
blmfortp,2021-04-21,daymet,tmax,13.2299995
blmfortp,2021-04-22,daymet,tmax,16.8500004
blmfortp,2021-04-23,daymet,tmax,7.7199998
blmfortp,2021-04-24,daymet,tmax,10.9799995
blmfortp,2021-04-25,daymet,tmax,12.5900002
blmfortp,2021-04-26,daymet,tmax,14.1899996
blmfortp,2021-04-27,daymet,tmax,19.7900009
blmfortp,2021-04-28,daymet,tmax,19.0599995
blmfortp,2021-04-29,daymet,tmax,20.8099995
blmfortp,2021-04-30,daymet,tmax,28.5
blmglend,2021-04-01,daymet,tmax,21.5300007
blmglend,2021-04-02,daymet,tmax,23.3099995
blmglend,2021-04-03,daymet,tmax,25.1700001
blmglend,2021-04-04,daymet,tmax,26.0400009
blmglend,2021-04-05,daymet,tmax,18.5799999
blmglend,2021-04-06,daymet,tmax,13.9200001
blmglend,2021-04-07,daymet,tmax,19.1100006
blmglend,2021-04-08,daymet,tmax,22.5799999
blmglend,2021-04-09,daymet,tmax,14.6800003
blmglend,2021-04-10,daymet,tmax,21.0599995
blmglend,2021-04-11,daymet,tmax,10.6199999
blmglend,2021-04-12,daymet,tmax,3.28
blmglend,2021-04-13,daymet,tmax,1.01
blmglend,2021-04-14,daymet,tmax,0.59
blmglend,2021-04-15,daymet,tmax,5.6799998
blmglend,2021-04-16,daymet,tmax,11.4200001
blmglend,2021-04-17,daymet,tmax,16.3799992
blmglend,2021-04-18,daymet,tmax,12.4099998
blmglend,2021-04-19,daymet,tmax,5.77
blmglend,2021-04-20,daymet,tmax,4.6900001
blmglend,2021-04-21,daymet,tmax,12.8800001
blmglend,2021-04-22,daymet,tmax,18.5100002
blmglend,2021-04-23,daymet,tmax,11.4799995
blmglend,2021-04-24,daymet,tmax,12.6999998
blmglend,2021-04-25,daymet,tmax,14.8999996
blmglend,2021-04-26,daymet,tmax,14.6400003
blmglend,2021-04-27,daymet,tmax,20.1599998
blmglend,2021-04-28,daymet,tmax,21.5699997
blmglend,2021-04-29,daymet,tmax,22.7099991
blmglend,2021-04-30,daymet,tmax,30.4099998
blmglnor,2021-04-01,daymet,tmax,18.6499996
blmglnor,2021-04-02,daymet,tmax,19.4500008
blmglnor,2021-04-03,daymet,tmax,20.7900009
blmglnor,2021-04-04,daymet,tmax,21.4500008
blmglnor,2021-04-05,daymet,tmax,14.3900003
blmglnor,2021-04-06,daymet,tmax,16.0400009
blmglnor,2021-04-07,daymet,tmax,19.4599991
blmglnor,2021-04-08,daymet,tmax,15.4300003
blmglnor,2021-04-09,daymet,tmax,13.4700003
blmglnor,2021-04-10,daymet,tmax,16.3999996
blmglnor,2021-04-11,daymet,tmax,6.71
blmglnor,2021-04-12,daymet,tmax,1.28
blmglnor,2021-04-13,daymet,tmax,-1.5700001
blmglnor,2021-04-14,daymet,tmax,-0.81
blmglnor,2021-04-15,daymet,tmax,3.5999999
blmglnor,2021-04-16,daymet,tmax,12.7200003
blmglnor,2021-04-17,daymet,tmax,16.7199993
blmglnor,2021-04-18,daymet,tmax,8.8800001
blmglnor,2021-04-19,daymet,tmax,3.98
blmglnor,2021-04-20,daymet,tmax,5.98
blmglnor,2021-04-21,daymet,tmax,12.6999998
blmglnor,2021-04-22,daymet,tmax,13.5600004
blmglnor,2021-04-23,daymet,tmax,7.3499999
blmglnor,2021-04-24,daymet,tmax,8.6099997
blmglnor,2021-04-25,daymet,tmax,9.2799997
blmglnor,2021-04-26,daymet,tmax,13.71
blmglnor,2021-04-27,daymet,tmax,18.2299995
blmglnor,2021-04-28,daymet,tmax,17.5400009
blmglnor,2021-04-29,daymet,tmax,20.2399998
blmglnor,2021-04-30,daymet,tmax,25.9200001
blmhardi,2021-04-01,daymet,tmax,21.2700005
blmhardi,2021-04-02,daymet,tmax,22.7900009
blmhardi,2021-04-03,daymet,tmax,24.3199997
blmhardi,2021-04-04,daymet,tmax,23.7199993
blmhardi,2021-04-05,daymet,tmax,17.6200008
blmhardi,2021-04-06,daymet,tmax,10.7700005
blmhardi,2021-04-07,daymet,tmax,16.6000004
blmhardi,2021-04-08,daymet,tmax,18.9099998
blmhardi,2021-04-09,daymet,tmax,14.6800003
blmhardi,2021-04-10,daymet,tmax,18.1599998
blmhardi,2021-04-11,daymet,tmax,9.46
blmhardi,2021-04-12,daymet,tmax,3.46
blmhardi,2021-04-13,daymet,tmax,1.21
blmhardi,2021-04-14,daymet,tmax,2.9000001
blmhardi,2021-04-15,daymet,tmax,3.8
blmhardi,2021-04-16,daymet,tmax,6.9200001
blmhardi,2021-04-17,daymet,tmax,13.4499998
blmhardi,2021-04-18,daymet,tmax,11.9899998
blmhardi,2021-04-19,daymet,tmax,3.8299999
blmhardi,2021-04-20,daymet,tmax,4.4400001
blmhardi,2021-04-21,daymet,tmax,11.0500002
blmhardi,2021-04-22,daymet,tmax,12.7399998
blmhardi,2021-04-23,daymet,tmax,7.3299999
blmhardi,2021-04-24,daymet,tmax,12.3000002
blmhardi,2021-04-25,daymet,tmax,14.46
blmhardi,2021-04-26,daymet,tmax,13.5900002
blmhardi,2021-04-27,daymet,tmax,16.6599998
blmhardi,2021-04-28,daymet,tmax,20.5300007
blmhardi,2021-04-29,daymet,tmax,23.8999996
blmhardi,2021-04-30,daymet,tmax,28.25
blmhavre,2021-04-01,daymet,tmax,19.1599998
blmhavre,2021-04-02,daymet,tmax,19.2700005
blmhavre,2021-04-03,daymet,tmax,18.6000004
blmhavre,2021-04-04,daymet,tmax,19.9400005
blmhavre,2021-04-05,daymet,tmax,13.1899996
blmhavre,2021-04-06,daymet,tmax,15.6899996
blmhavre,2021-04-07,daymet,tmax,20.1900005
blmhavre,2021-04-08,daymet,tmax,14.1499996
blmhavre,2021-04-09,daymet,tmax,13.2600002
blmhavre,2021-04-10,daymet,tmax,12.75
blmhavre,2021-04-11,daymet,tmax,4.0100002
blmhavre,2021-04-12,daymet,tmax,3.3599999
blmhavre,2021-04-13,daymet,tmax,1.28
blmhavre,2021-04-14,daymet,tmax,3.73
blmhavre,2021-04-15,daymet,tmax,6.4699998
blmhavre,2021-04-16,daymet,tmax,13.9899998
blmhavre,2021-04-17,daymet,tmax,19.4300003
blmhavre,2021-04-18,daymet,tmax,8.5200005
blmhavre,2021-04-19,daymet,tmax,2.96
blmhavre,2021-04-20,daymet,tmax,6.73
blmhavre,2021-04-21,daymet,tmax,14.0200005
blmhavre,2021-04-22,daymet,tmax,10.1800003
blmhavre,2021-04-23,daymet,tmax,4.5500002
blmhavre,2021-04-24,daymet,tmax,6.3400002
blmhavre,2021-04-25,daymet,tmax,4.9099998
blmhavre,2021-04-26,daymet,tmax,13.4700003
blmhavre,2021-04-27,daymet,tmax,17.4400005
blmhavre,2021-04-28,daymet,tmax,18.75
blmhavre,2021-04-29,daymet,tmax,21.2399998
blmhavre,2021-04-30,daymet,tmax,26.1599998
blmjorda,2021-04-01,daymet,tmax,22.5599995
blmjorda,2021-04-02,daymet,tmax,22.3899994
blmjorda,2021-04-03,daymet,tmax,24.0699997
blmjorda,2021-04-04,daymet,tmax,24.5499992
blmjorda,2021-04-05,daymet,tmax,15.4200001
blmjorda,2021-04-06,daymet,tmax,14.1199999
blmjorda,2021-04-07,daymet,tmax,20.0400009
blmjorda,2021-04-08,daymet,tmax,17.3799992
blmjorda,2021-04-09,daymet,tmax,13.1700001
blmjorda,2021-04-10,daymet,tmax,20.2299995
blmjorda,2021-04-11,daymet,tmax,7.5300002
blmjorda,2021-04-12,daymet,tmax,3.49
blmjorda,2021-04-13,daymet,tmax,0.13
blmjorda,2021-04-14,daymet,tmax,-0.68
blmjorda,2021-04-15,daymet,tmax,4.4000001
blmjorda,2021-04-16,daymet,tmax,13.6700001
blmjorda,2021-04-17,daymet,tmax,17.4699993
blmjorda,2021-04-18,daymet,tmax,8.4899998
blmjorda,2021-04-19,daymet,tmax,4.9200001
blmjorda,2021-04-20,daymet,tmax,5.25
blmjorda,2021-04-21,daymet,tmax,13.3500004
blmjorda,2021-04-22,daymet,tmax,17.5300007
blmjorda,2021-04-23,daymet,tmax,7
blmjorda,2021-04-24,daymet,tmax,12
blmjorda,2021-04-25,daymet,tmax,13.6300001
blmjorda,2021-04-26,daymet,tmax,13.8500004
blmjorda,2021-04-27,daymet,tmax,20.1599998
blmjorda,2021-04-28,daymet,tmax,20.2700005
blmjorda,2021-04-29,daymet,tmax,21.5900002
blmjorda,2021-04-30,daymet,tmax,29.8400002
blmmatad,2021-04-01,daymet,tmax,22.2999992
blmmatad,2021-04-02,daymet,tmax,21.3299999
blmmatad,2021-04-03,daymet,tmax,21.2399998
blmmatad,2021-04-04,daymet,tmax,22.1200008
blmmatad,2021-04-05,daymet,tmax,12.8100004
blmmatad,2021-04-06,daymet,tmax,15.8599997
blmmatad,2021-04-07,daymet,tmax,20.9599991
blmmatad,2021-04-08,daymet,tmax,12.6400003
blmmatad,2021-04-09,daymet,tmax,12.96
blmmatad,2021-04-10,daymet,tmax,15.7799997
blmmatad,2021-04-11,daymet,tmax,3.76
blmmatad,2021-04-12,daymet,tmax,1.9
blmmatad,2021-04-13,daymet,tmax,-1.08
blmmatad,2021-04-14,daymet,tmax,-0.72
blmmatad,2021-04-15,daymet,tmax,6.0500002
blmmatad,2021-04-16,daymet,tmax,14.7200003
blmmatad,2021-04-17,daymet,tmax,17.1200008
blmmatad,2021-04-18,daymet,tmax,7.0999999
blmmatad,2021-04-19,daymet,tmax,2.46
blmmatad,2021-04-20,daymet,tmax,6.6500001
blmmatad,2021-04-21,daymet,tmax,13.0699997
blmmatad,2021-04-22,daymet,tmax,12.9399996
blmmatad,2021-04-23,daymet,tmax,3.6500001
blmmatad,2021-04-24,daymet,tmax,8.3000002
blmmatad,2021-04-25,daymet,tmax,9.0500002
blmmatad,2021-04-26,daymet,tmax,14.2200003
blmmatad,2021-04-27,daymet,tmax,17.2900009
blmmatad,2021-04-28,daymet,tmax,18.5799999
blmmatad,2021-04-29,daymet,tmax,20.8899994
blmmatad,2021-04-30,daymet,tmax,27.1800003
blmplevn,2021-04-01,daymet,tmax,19.8799992
blmplevn,2021-04-02,daymet,tmax,21.8500004
blmplevn,2021-04-03,daymet,tmax,23.3500004
blmplevn,2021-04-04,daymet,tmax,23.9400005
blmplevn,2021-04-05,daymet,tmax,17.9500008
blmplevn,2021-04-06,daymet,tmax,11.5
blmplevn,2021-04-07,daymet,tmax,16.4400005
blmplevn,2021-04-08,daymet,tmax,20.8099995
blmplevn,2021-04-09,daymet,tmax,13.9499998
blmplevn,2021-04-10,daymet,tmax,19.1399994
blmplevn,2021-04-11,daymet,tmax,10.0900002
blmplevn,2021-04-12,daymet,tmax,2.3599999
blmplevn,2021-04-13,daymet,tmax,-0.44
blmplevn,2021-04-14,daymet,tmax,0.03
blmplevn,2021-04-15,daymet,tmax,4.3899999
blmplevn,2021-04-16,daymet,tmax,8.3699999
blmplevn,2021-04-17,daymet,tmax,13.8199997
blmplevn,2021-04-18,daymet,tmax,11.8699999
blmplevn,2021-04-19,daymet,tmax,4.4699998
blmplevn,2021-04-20,daymet,tmax,1.97
blmplevn,2021-04-21,daymet,tmax,10.3000002
blmplevn,2021-04-22,daymet,tmax,15.96
blmplevn,2021-04-23,daymet,tmax,9.7600002
blmplevn,2021-04-24,daymet,tmax,10.6700001
blmplevn,2021-04-25,daymet,tmax,13.8299999
blmplevn,2021-04-26,daymet,tmax,12.8500004
blmplevn,2021-04-27,daymet,tmax,17.9099998
blmplevn,2021-04-28,daymet,tmax,19.4099998
blmplevn,2021-04-29,daymet,tmax,21.7299995
blmplevn,2021-04-30,daymet,tmax,28.6599998
blmpumpk,2021-04-01,daymet,tmax,22.7199993
blmpumpk,2021-04-02,daymet,tmax,23.0200005
blmpumpk,2021-04-03,daymet,tmax,24.5
blmpumpk,2021-04-04,daymet,tmax,25.2600002
blmpumpk,2021-04-05,daymet,tmax,17.4699993
blmpumpk,2021-04-06,daymet,tmax,10.5100002
blmpumpk,2021-04-07,daymet,tmax,18.6100006
blmpumpk,2021-04-08,daymet,tmax,21.0400009
blmpumpk,2021-04-09,daymet,tmax,12.8100004
blmpumpk,2021-04-10,daymet,tmax,21.5599995
blmpumpk,2021-04-11,daymet,tmax,9.9799995
blmpumpk,2021-04-12,daymet,tmax,3.9400001
blmpumpk,2021-04-13,daymet,tmax,1.11
blmpumpk,2021-04-14,daymet,tmax,0.79
blmpumpk,2021-04-15,daymet,tmax,5.5500002
blmpumpk,2021-04-16,daymet,tmax,11.4799995
blmpumpk,2021-04-17,daymet,tmax,16.1800003
blmpumpk,2021-04-18,daymet,tmax,13.4799995
blmpumpk,2021-04-19,daymet,tmax,4.4400001
blmpumpk,2021-04-20,daymet,tmax,3.03
blmpumpk,2021-04-21,daymet,tmax,11.9200001
blmpumpk,2021-04-22,daymet,tmax,17.7199993
blmpumpk,2021-04-23,daymet,tmax,9.7600002
blmpumpk,2021-04-24,daymet,tmax,12.8999996
blmpumpk,2021-04-25,daymet,tmax,16.1900005
blmpumpk,2021-04-26,daymet,tmax,13.9099998
blmpumpk,2021-04-27,daymet,tmax,18.7800007
blmpumpk,2021-04-28,daymet,tmax,20.1399994
blmpumpk,2021-04-29,daymet,tmax,23
blmpumpk,2021-04-30,daymet,tmax,30.4099998
blmround,2021-04-01,daymet,tmax,22.9599991
blmround,2021-04-02,daymet,tmax,22.2700005
blmround,2021-04-03,daymet,tmax,23.3600006
blmround,2021-04-04,daymet,tmax,22.8700008
blmround,2021-04-05,daymet,tmax,12.4099998
blmround,2021-04-06,daymet,tmax,10.6099997
blmround,2021-04-07,daymet,tmax,20.3500004
blmround,2021-04-08,daymet,tmax,15.8999996
blmround,2021-04-09,daymet,tmax,13.3199997
blmround,2021-04-10,daymet,tmax,17.4799995
blmround,2021-04-11,daymet,tmax,5.2199998
blmround,2021-04-12,daymet,tmax,4.02
blmround,2021-04-13,daymet,tmax,1.6900001
blmround,2021-04-14,daymet,tmax,0.21
blmround,2021-04-15,daymet,tmax,3.4100001
blmround,2021-04-16,daymet,tmax,11.9700003
blmround,2021-04-17,daymet,tmax,16.8500004
blmround,2021-04-18,daymet,tmax,13.8199997
blmround,2021-04-19,daymet,tmax,3.0799999
blmround,2021-04-20,daymet,tmax,5.79
blmround,2021-04-21,daymet,tmax,10.9300003
blmround,2021-04-22,daymet,tmax,13.3699999
blmround,2021-04-23,daymet,tmax,5.5599999
blmround,2021-04-24,daymet,tmax,8.8599997
blmround,2021-04-25,daymet,tmax,10.0600004
blmround,2021-04-26,daymet,tmax,12.9200001
blmround,2021-04-27,daymet,tmax,17.9099998
blmround,2021-04-28,daymet,tmax,19.5799999
blmround,2021-04-29,daymet,tmax,22.6200008
blmround,2021-04-30,daymet,tmax,27.9300003
blmroyno,2021-04-01,daymet,tmax,24.5200005
blmroyno,2021-04-02,daymet,tmax,22.9400005
blmroyno,2021-04-03,daymet,tmax,22.6399994
blmroyno,2021-04-04,daymet,tmax,23.2800007
blmroyno,2021-04-05,daymet,tmax,11.04
blmroyno,2021-04-06,daymet,tmax,16.7700005
blmroyno,2021-04-07,daymet,tmax,22.6100006
blmroyno,2021-04-08,daymet,tmax,12.8299999
blmroyno,2021-04-09,daymet,tmax,14.0500002
blmroyno,2021-04-10,daymet,tmax,15.9700003
blmroyno,2021-04-11,daymet,tmax,3
blmroyno,2021-04-12,daymet,tmax,3.6400001
blmroyno,2021-04-13,daymet,tmax,0.34
blmroyno,2021-04-14,daymet,tmax,0.59
blmroyno,2021-04-15,daymet,tmax,6.5700002
blmroyno,2021-04-16,daymet,tmax,14.9099998
blmroyno,2021-04-17,daymet,tmax,19.2099991
blmroyno,2021-04-18,daymet,tmax,9.4300003
blmroyno,2021-04-19,daymet,tmax,3.4200001
blmroyno,2021-04-20,daymet,tmax,8.4799995
blmroyno,2021-04-21,daymet,tmax,14.8800001
blmroyno,2021-04-22,daymet,tmax,13.04
blmroyno,2021-04-23,daymet,tmax,4.3099999
blmroyno,2021-04-24,daymet,tmax,9.2799997
blmroyno,2021-04-25,daymet,tmax,9.8800001
blmroyno,2021-04-26,daymet,tmax,15.3400002
blmroyno,2021-04-27,daymet,tmax,19
blmroyno,2021-04-28,daymet,tmax,20.7299995
blmroyno,2021-04-29,daymet,tmax,22.3899994
blmroyno,2021-04-30,daymet,tmax,27.7999992
blmterry,2021-04-01,daymet,tmax,22.6100006
blmterry,2021-04-02,daymet,tmax,23.2999992
blmterry,2021-04-03,daymet,tmax,25.0200005
blmterry,2021-04-04,daymet,tmax,25.8700008
blmterry,2021-04-05,daymet,tmax,17.7000008
blmterry,2021-04-06,daymet,tmax,13.1700001
blmterry,2021-04-07,daymet,tmax,19.6599998
blmterry,2021-04-08,daymet,tmax,21.9500008
blmterry,2021-04-09,daymet,tmax,14.1400003
blmterry,2021-04-10,daymet,tmax,21.6000004
blmterry,2021-04-11,daymet,tmax,10.0699997
blmterry,2021-04-12,daymet,tmax,3.6400001
blmterry,2021-04-13,daymet,tmax,1.17
blmterry,2021-04-14,daymet,tmax,0.25
blmterry,2021-04-15,daymet,tmax,5.6500001
blmterry,2021-04-16,daymet,tmax,12.1499996
blmterry,2021-04-17,daymet,tmax,16.8400002
blmterry,2021-04-18,daymet,tmax,11.9799995
blmterry,2021-04-19,daymet,tmax,5.7399998
blmterry,2021-04-20,daymet,tmax,4.6300001
blmterry,2021-04-21,daymet,tmax,13.29
blmterry,2021-04-22,daymet,tmax,18.75
blmterry,2021-04-23,daymet,tmax,10.1899996
blmterry,2021-04-24,daymet,tmax,12.8500004
blmterry,2021-04-25,daymet,tmax,14.96
blmterry,2021-04-26,daymet,tmax,14.6899996
blmterry,2021-04-27,daymet,tmax,20
blmterry,2021-04-28,daymet,tmax,21.3600006
blmterry,2021-04-29,daymet,tmax,22.7700005
blmterry,2021-04-30,daymet,tmax,30.9400005
blmwarre,2021-04-01,daymet,tmax,18.3899994
blmwarre,2021-04-02,daymet,tmax,19.8400002
blmwarre,2021-04-03,daymet,tmax,18.9099998
blmwarre,2021-04-04,daymet,tmax,17.5300007
blmwarre,2021-04-05,daymet,tmax,10.8900003
blmwarre,2021-04-06,daymet,tmax,4.52
blmwarre,2021-04-07,daymet,tmax,13.5299997
blmwarre,2021-04-08,daymet,tmax,13.3800001
blmwarre,2021-04-09,daymet,tmax,10.5699997
blmwarre,2021-04-10,daymet,tmax,13.8100004
blmwarre,2021-04-11,daymet,tmax,5.0799999
blmwarre,2021-04-12,daymet,tmax,1.26
blmwarre,2021-04-13,daymet,tmax,0.65
blmwarre,2021-04-14,daymet,tmax,1.42
blmwarre,2021-04-15,daymet,tmax,2.6800001
blmwarre,2021-04-16,daymet,tmax,4.5500002
blmwarre,2021-04-17,daymet,tmax,10.4799995
blmwarre,2021-04-18,daymet,tmax,11.79
blmwarre,2021-04-19,daymet,tmax,5.2399998
blmwarre,2021-04-20,daymet,tmax,3.98
blmwarre,2021-04-21,daymet,tmax,7.6399999
blmwarre,2021-04-22,daymet,tmax,13.0100002
blmwarre,2021-04-23,daymet,tmax,8.1499996
blmwarre,2021-04-24,daymet,tmax,11.6099997
blmwarre,2021-04-25,daymet,tmax,13.29
blmwarre,2021-04-26,daymet,tmax,10.2299995
blmwarre,2021-04-27,daymet,tmax,15.1199999
blmwarre,2021-04-28,daymet,tmax,17.2299995
blmwarre,2021-04-29,daymet,tmax,19.6299992
blmwarre,2021-04-30,daymet,tmax,22.0900002
bozmtest,2021-04-01,daymet,tmax,20.3899994
bozmtest,2021-04-02,daymet,tmax,20.4599991
bozmtest,2021-04-03,daymet,tmax,20.9300003
bozmtest,2021-04-04,daymet,tmax,21.6800003
bozmtest,2021-04-05,daymet,tmax,14.6700001
bozmtest,2021-04-06,daymet,tmax,8.5100002
bozmtest,2021-04-07,daymet,tmax,16.75
bozmtest,2021-04-08,daymet,tmax,12.6000004
bozmtest,2021-04-09,daymet,tmax,11.3000002
bozmtest,2021-04-10,daymet,tmax,15.25
bozmtest,2021-04-11,daymet,tmax,5.2800002
bozmtest,2021-04-12,daymet,tmax,3.52
bozmtest,2021-04-13,daymet,tmax,2.5799999
bozmtest,2021-04-14,daymet,tmax,2.99
bozmtest,2021-04-15,daymet,tmax,4.71
bozmtest,2021-04-16,daymet,tmax,9.0500002
bozmtest,2021-04-17,daymet,tmax,14.4799995
bozmtest,2021-04-18,daymet,tmax,16.6900005
bozmtest,2021-04-19,daymet,tmax,8.0500002
bozmtest,2021-04-20,daymet,tmax,4.6999998
bozmtest,2021-04-21,daymet,tmax,10.7700005
bozmtest,2021-04-22,daymet,tmax,11.9099998
bozmtest,2021-04-23,daymet,tmax,9.71
bozmtest,2021-04-24,daymet,tmax,12.3199997
bozmtest,2021-04-25,daymet,tmax,10.2799997
bozmtest,2021-04-26,daymet,tmax,9.7600002
bozmtest,2021-04-27,daymet,tmax,14.0299997
bozmtest,2021-04-28,daymet,tmax,17.2700005
bozmtest,2021-04-29,daymet,tmax,22.0699997
bozmtest,2021-04-30,daymet,tmax,26.75
churchil,2021-04-01,daymet,tmax,19.9099998
churchil,2021-04-02,daymet,tmax,20.7900009
churchil,2021-04-03,daymet,tmax,21.5900002
churchil,2021-04-04,daymet,tmax,20.7600002
churchil,2021-04-05,daymet,tmax,13.8400002
churchil,2021-04-06,daymet,tmax,10.6899996
churchil,2021-04-07,daymet,tmax,15.8999996
churchil,2021-04-08,daymet,tmax,11.5299997
churchil,2021-04-09,daymet,tmax,11.8599997
churchil,2021-04-10,daymet,tmax,13.4899998
churchil,2021-04-11,daymet,tmax,5.3299999
churchil,2021-04-12,daymet,tmax,3.8699999
churchil,2021-04-13,daymet,tmax,2.3299999
churchil,2021-04-14,daymet,tmax,3.5699999
churchil,2021-04-15,daymet,tmax,5.6599998
churchil,2021-04-16,daymet,tmax,10.6800003
churchil,2021-04-17,daymet,tmax,15.3599997
churchil,2021-04-18,daymet,tmax,15.1800003
churchil,2021-04-19,daymet,tmax,7.1700001
churchil,2021-04-20,daymet,tmax,4.8400002
churchil,2021-04-21,daymet,tmax,11.3199997
churchil,2021-04-22,daymet,tmax,9.3999996
churchil,2021-04-23,daymet,tmax,10.0299997
churchil,2021-04-24,daymet,tmax,12.2399998
